TPPD,ORVT,OFVT,VEVT,NRPD,FEPD,HRPD,CPPD,OCPD,FCOC,FVOC,FPEN,STPD,DSST,DRST,CIST,CPST,TEST,PAST,PYDD,DSPY,BTPD,DSBT,CUBT,SPPD,DSSP,DRSP,CISP,CPSP,TESP,PASP,INSP,RGSP,ZSTP,ICPD,LIPD,PESP,CTSP,DSCT,UNPD,UMPD,PNPD,PBPD,VOPD,VLPD,MOPD,PLPD,STEN
ZOR,AR01,AR01,,2388266,02/04/2016,00/01/1900,,,02/04/2016,,02/11/2016,1000413127,,,,,,,,,,,,1000413127,ARCOS DORADOS ARGENTINA SA,,TORTUGUITAS,1667,,,,1,AR-GBA,DEL,,1,6250,,1152,CS,20736,21738,24,,303955,2,ARS,24,C
ZOR,AR01,AR01,,2388270,02/04/2016,00/01/1900,,,02/04/2016,,02/12/2016,1000413127,,,,,,,,,,,,1000413127,ARCOS DORADOS ARGENTINA SA,,TORTUGUITAS,1667,,,,1,AR-GBA,DEL,,1,6250,,1152,CS,20736,21738,24,,303955,2,ARS,24,C
ZOR,AR01,AR01,,2388275,02/04/2016,00/01/1900,,,02/04/2016,,02/12/2016,1000413127,,,,,,,,,,,,1000413127,ARCOS DORADOS ARGENTINA SA,,TORTUGUITAS,1667,,,,1,AR-GBA,DEL,,1,6250,,1152,CS,20736,21738,24,,303955,2,ARS,24,C
ZOR,AR01,AR01,,2388330,02/04/2016,00/01/1900,,,02/04/2016,,02/11/2016,1000414392,,,,,,,,,,,,1000414392,CARREFOUR PUNTO 80 CONVENIENCE,,GARIN,1619,,,,1,AR-BUE-CDS,DEL,,2,6207,,80,CS,682,56,731,76,,31417,51,ARS,0,9,C
ZOR,AR01,AR01,,2388331,02/04/2016,00/01/1900,,,02/04/2016,,02/11/2016,1000414392,,,,,,,,,,,,1000414392,CARREFOUR PUNTO 80 CONVENIENCE,,GARIN,1619,,,,1,AR-BUE-CDS,DEL,,2,6207,,29,CS,140,02,167,305,,17905,33,ARS,0,43,C
ZOR,AR01,AR01,,2388351,02/04/2016,00/01/1900,,,02/04/2016,,02/05/2016,1000414509,,,,,,,1000414509,FARQUICK SRL,,,,1000414509,FARQUICK SRL,,OLAVARRIA,7400,,,,1,AR-PBA-OLA,DEL,,3,6245,,129,CS,1587,78,1662,36,,41588,7,ARS,1,83,C
ZOR,AR01,AR01,,2388354,02/04/2016,00/01/1900,,,02/04/2016,,02/05/2016,1000414531,,,,,,,1000417551,MAIRA MARTIN EZEQUIEL,,,,1000414531,MAIRA MARTIN EZEQUIEL,,MAR DEL PLATA,7600,,,,1,AR-PBA-MDP,DEL,,3,6245,,160,CS,1500,1581,6,,70479,ARS,1,78,C
ZOR,AR01,AR01,,2388360,02/04/2016,00/01/1900,,,02/04/2016,,02/05/2016,1000414508,,,,,,,1000417540,YIMAHO SRL,,,,1000414508,YIMAHO SRL,,SANTA TERESITA,7607,,,,1,AR-PBA-STE,DEL,,3,6245,,200,CS,3000,3116,,67980,ARS,3,34,C
ZOR,AR01,AR01,,2388390,02/04/2016,00/01/1900,,,02/04/2016,,02/05/2016,1000418969,,,,,,,1000418969,FAST FOOD SUDAMERICA,,,,1000418969,FAST FOOD SUDAMERICA,,GENERAL PACHECO,1638,,,,1,AR-BUE-DIS,DEL,,0,6256,,1560,CS,21060,22308,,327334,8,ARS,26,C
ZOR,AR01,AR01,,2388411,02/04/2016,00/01/1900,,,02/04/2016,,02/04/2016,1000418946,,,,,,,1000419166,DESARROLLOS GASTRONOMICOS SA,,,,1000418946,DESARROLLOS GASTRONOMICOS SA,,GRAL.PACHECO,1617,,,,0,AR-BUE-DIS,DEL,,0,6207,,150,CS,2250,2322,,31992,ARS,2,5,C
ZOR,AR01,AR01,,2388418,02/04/2016,00/01/1900,,,02/04/2016,,02/10/2016,1000413541,,,,,,,1000417456,S.A. IMP. Y EXP. DE LA PATAGONIA,,,,1000413541,DEPOSITO I-FLOW OLIVOS,,ITUZAINGO,1714,,,,1,AR-BUE-SMK,DEL,,2,6207,,19,CS,190,199,69,,4149,03,ARS,0,21,C
ZOR,AR01,AR01,,2388420,02/04/2016,00/01/1900,,,02/04/2016,,02/10/2016,1000413541,,,,,,,1000417456,S.A. IMP. Y EXP. DE LA PATAGONIA,,,,1000413541,DEPOSITO I-FLOW OLIVOS,,ITUZAINGO,1714,,,,1,AR-BUE-SMK,DEL,,2,6207,,2,CS,11,5,13,08,,1022,29,ARS,0,03,C
ZOR,AR01,AR01,,2388421,02/04/2016,00/01/1900,,,02/04/2016,,02/10/2016,1000413541,,,,,,,1000417456,S.A. IMP. Y EXP. DE LA PATAGONIA,,,,1000413541,DEPOSITO I-FLOW OLIVOS,,ITUZAINGO,1714,,,,1,AR-BUE-SMK,DEL,,2,6207,,3,CS,27,28,53,,589,59,ARS,0,03,C
ZOR,AR01,AR01,,2388422,02/04/2016,00/01/1900,,,02/04/2016,,02/10/2016,1000413541,,,,,,,1000417456,S.A. IMP. Y EXP. DE LA PATAGONIA,,,,1000413541,DEPOSITO I-FLOW OLIVOS,,ITUZAINGO,1714,,,,1,AR-BUE-SMK,DEL,,2,6207,,2,CS,17,64,18,86,,699,84,ARS,0,02,C
ZOR,AR01,AR01,,2388424,02/04/2016,00/01/1900,,,02/04/2016,,02/10/2016,1000413541,,,,,,,1000417456,S.A. IMP. Y EXP. DE LA PATAGONIA,,,,1000413541,DEPOSITO I-FLOW OLIVOS,,ITUZAINGO,1714,,,,1,AR-BUE-SMK,DEL,,2,6207,,29,CS,248,32,264,73,,20586,52,ARS,0,34,C
ZOR,AR01,AR01,,2388425,02/04/2016,00/01/1900,,,02/04/2016,,02/10/2016,1000413541,,,,,,,1000417456,S.A. IMP. Y EXP. DE LA PATAGONIA,,,,1000413541,DEPOSITO I-FLOW OLIVOS,,ITUZAINGO,1714,,,,1,AR-BUE-SMK,DEL,,2,6207,,30,CS,301,2,320,08,,18345,05,ARS,0,42,C
ZOR,AR01,AR01,,2388426,02/04/2016,00/01/1900,,,02/04/2016,,02/10/2016,1000413541,,,,,,,1000417456,S.A. IMP. Y EXP. DE LA PATAGONIA,,,,1000413541,DEPOSITO I-FLOW OLIVOS,,ITUZAINGO,1714,,,,1,AR-BUE-SMK,DEL,,2,6207,,2,CS,17,28,18,52,,514,82,ARS,0,02,C
ZOR,AR01,AR01,,2388429,02/04/2016,00/01/1900,,,02/04/2016,,02/10/2016,1000413541,,,,,,,1000417456,S.A. IMP. Y EXP. DE LA PATAGONIA,,,,1000413541,DEPOSITO I-FLOW OLIVOS,,ITUZAINGO,1714,,,,1,AR-BUE-SMK,DEL,,2,6207,,7,CS,90,93,95,,1498,72,ARS,0,1,C
ZOR,AR01,AR01,,2388430,02/04/2016,00/01/1900,,,02/04/2016,,02/10/2016,1000413541,,,,,,,1000417456,S.A. IMP. Y EXP. DE LA PATAGONIA,,,,1000413541,DEPOSITO I-FLOW OLIVOS,,ITUZAINGO,1714,,,,1,AR-BUE-SMK,DEL,,2,6207,,2,CS,10,12,045,,1022,29,ARS,0,02,C
ZOR,AR01,AR01,,2388431,02/04/2016,00/01/1900,,,02/04/2016,,02/10/2016,1000413541,,,,,,,1000417456,S.A. IMP. Y EXP. DE LA PATAGONIA,,,,1000413541,DEPOSITO I-FLOW OLIVOS,,ITUZAINGO,1714,,,,1,AR-BUE-SMK,DEL,,2,6207,,8,CS,41,8,50,03,,3949,78,ARS,0,12,C
ZOR,AR01,AR01,,2388432,02/04/2016,00/01/1900,,,02/04/2016,,02/10/2016,1000413541,,,,,,,1000417456,S.A. IMP. Y EXP. DE LA PATAGONIA,,,,1000413541,DEPOSITO I-FLOW OLIVOS,,ITUZAINGO,1714,,,,1,AR-BUE-SMK,DEL,,2,6207,,3,CS,16,8,19,525,,1603,14,ARS,0,04,C
ZOR,AR01,AR01,,2388433,02/04/2016,00/01/1900,,,02/04/2016,,02/10/2016,1000413541,,,,,,,1000417456,S.A. IMP. Y EXP. DE LA PATAGONIA,,,,1000413541,DEPOSITO I-FLOW OLIVOS,,ITUZAINGO,1714,,,,1,AR-BUE-SMK,DEL,,2,6207,,15,CS,70,24,83,74,,6760,07,ARS,0,21,C
ZOR,AR01,AR01,,2388435,02/04/2016,00/01/1900,,,02/04/2016,,02/10/2016,1000413539,,,,,,,1000417456,S.A. IMP. Y EXP. DE LA PATAGONIA,,,,1000413539,LA ANONIMA CD ITUZAINGO,,ITUZAINGO,1714,,,,1,AR-BUE-SMK,DEL,,2,6207,,31,CS,384,400,86,,6607,53,ARS,0,43,C
ZOR,AR01,AR01,,2388436,02/04/2016,00/01/1900,,,02/04/2016,,02/10/2016,1000413539,,,,,,,1000417456,S.A. IMP. Y EXP. DE LA PATAGONIA,,,,1000413539,LA ANONIMA CD ITUZAINGO,,ITUZAINGO,1714,,,,1,AR-BUE-SMK,DEL,,2,6207,,48,CS,237,56,288,26,,22750,64,ARS,0,71,C
ZOR,AR01,AR01,,2388438,02/04/2016,00/01/1900,,,02/04/2016,,02/10/2016,1000413539,,,,,,,1000417456,S.A. IMP. Y EXP. DE LA PATAGONIA,,,,1000413539,LA ANONIMA CD ITUZAINGO,,ITUZAINGO,1714,,,,1,AR-BUE-SMK,DEL,,2,6207,,78,CS,746,88,795,71,,56653,72,ARS,1,02,C
ZOR,AR01,AR01,,2388439,02/04/2016,00/01/1900,,,02/04/2016,,02/06/2016,1000413269,,,,,,,1000417451,SALKE FRESH S.R.L.,,,,1000413269,SALKE FRESH S.R.L.,,SAN JUSTO,1754,,,,1,AR-BUE-DIS,DEL,,3,6207,,250,CS,3750,3900,,85102,5,ARS,4,16,C
ZOR,AR01,AR01,,2388537,02/04/2016,00/01/1900,,,02/04/2016,,02/05/2016,1000413703,,,,,,,1000417465,LA GALLEGA SUPERMERCADOS S.A.,,,,1000413703,LA GALLEGA BS. AS.,,ROSARIO,2000,,,,12,AR-NEA-RO,DEL,,2,6207,,22,CS,196,16,211,26,,8286,72,ARS,0,28,C
ZOR,AR01,AR01,,2388540,02/04/2016,00/01/1900,,,02/04/2016,,02/05/2016,1000413699,,,,,,,1000417465,LA GALLEGA SUPERMERCADOS S.A.,,,,1000413699,LA GALLEGA DONADO,,ROSARIO,2124,,,,12,AR-NEA-RO,DEL,,2,6207,,6,CS,61,92,65,82,,1647,27,ARS,0,08,C
ZOR,AR01,AR01,,2388549,02/04/2016,00/01/1900,,,02/04/2016,,02/06/2016,1001208685,,,,,,,1000413130,SALVADOR SGRO Y CIA S.A.,,,,1001208685,SALVADOR SGRO Y CIA S.A.CALLE 167,,LA PLATA,1900,,,,1,AR-BUE-DIS,DEL,,3,6207,,197,CS,2690,6,2810,59,,66237,37,ARS,3,08,C
ZOR,AR01,AR01,,2388561,02/04/2016,00/01/1900,,,02/04/2016,,02/05/2016,1000413700,,,,,,,1000417465,LA GALLEGA SUPERMERCADOS S.A.,,,,1000413700,LA GALLEGA DORREGO,,ROSARIO,2000,,,,12,AR-NEA-RO,DEL,,2,6207,,20,CS,168,3,183,375,,7207,34,ARS,0,26,C
ZOR,AR01,AR01,,2388565,02/04/2016,00/01/1900,,,02/04/2016,,02/05/2016,1000413698,,,,,,,1000417465,LA GALLEGA SUPERMERCADOS S.A.,,,,1000413698,LA GALLEGA GALVEZ,,VILLA GOBERNADOR GALVEZ,2000,,,,12,AR-NEA-RO,DEL,,2,6207,,8,CS,69,36,74,14,,2667,22,ARS,0,09,C
ZOR,AR01,AR01,,2388569,02/04/2016,00/01/1900,,,02/04/2016,,02/05/2016,1000413711,,,,,,,1000417465,LA GALLEGA SUPERMERCADOS S.A.,,,,1000413711,LA GALLEGA HIPER,,ROSARIO,2000,,,,12,AR-NEA-RO,DEL,,2,6207,,14,CS,134,5,144,085,,4546,5,ARS,0,19,C
ZOR,AR01,AR01,,2388572,02/04/2016,00/01/1900,,,02/04/2016,,02/05/2016,1000413710,,,,,,,1000417465,LA GALLEGA SUPERMERCADOS S.A.,,,,1000413710,LA GALLEGA MENDOZA (SUCURSAL 31),,ROSARIO,2000,,,,12,AR-NEA-RO,DEL,,2,6207,,30,CS,261,98,283,345,,11081,38,ARS,0,39,C
ZOR,AR01,AR01,,2388584,02/04/2016,00/01/1900,,,02/04/2016,,02/05/2016,1000413706,,,,,,,1000417465,LA GALLEGA SUPERMERCADOS S.A.,,,,1000413706,LA GALLEGA PELLEGRINI,,ROSARIO,2000,,,,12,AR-NEA-RO,DEL,,2,6207,,18,CS,163,88,175,26,,5867,88,ARS,0,23,C
ZOR,AR01,AR01,,2388590,02/04/2016,00/01/1900,,,02/04/2016,,02/05/2016,1000413702,,,,,,,1000417465,LA GALLEGA SUPERMERCADOS S.A.,,,,1000413702,LA GALLEGA ENTRE RIOS,,ROSARIO,2000,,,,12,AR-NEA-RO,DEL,,2,6207,,9,CS,74,1,80,215,,2900,95,ARS,0,1,C
ZOR,AR01,AR01,,2388706,02/04/2016,00/01/1900,,,02/04/2016,,02/04/2016,1001204120,,,,,,,1001204120,DIGACOR S.A.,,,,1001204120,DIGACOR S.A.,,CARLOS PAZ,5152,,,,3,AR-CTRO-CP,DEL,,3,6211,,140,CS,2160,2243,4,,59644,8,ARS,2,42,C
ZOR,AR01,AR01,,2388713,02/04/2016,00/01/1900,,,02/04/2016,,01/04/2016,1001205201,,,,,,,1000417466,JUMBO RETAIL ARGENTINA S.A.,,,,1001205201,VEA 685 CHAJARI,,CHAJARI,3228,,,,5,AR-BUE-SMK,DEL,,2,6207,,9,CS,97,92,103,8,,3235,3,ARS,0,13,C
ZOR,AR01,AR01,,2388714,02/04/2016,00/01/1900,,,02/04/2016,,02/05/2016,1001204120,,,,,,,1001204120,DIGACOR S.A.,,,,1001204120,DIGACOR S.A.,,CARLOS PAZ,5152,,,,3,AR-CTRO-CP,DEL,,3,6211,,265,CS,4125,4285,15,,101668,95,ARS,4,65,C
ZOR,AR01,AR01,,2388717,02/04/2016,00/01/1900,,,02/04/2016,,02/05/2016,1001205201,,,,,,,1000417466,JUMBO RETAIL ARGENTINA S.A.,,,,1001205201,VEA 685 CHAJARI,,CHAJARI,3228,,,,5,AR-BUE-SMK,DEL,,2,6207,,10,CS,103,92,110,24,,3956,06,ARS,0,13,C
ZOR,AR01,AR01,,2389259,02/04/2016,00/01/1900,,,02/04/2016,,02/04/2016,1001205198,,,,,,,1000417466,JUMBO RETAIL ARGENTINA S.A.,,,,1001205198,VEA 52 SAN CLEMENTE,,San Clemente Del Tuyú,7105,,,,1,AR-PBA-SB,DEL,,2,6245,,36,CS,364,98,389,06,,13830,81,ARS,0,49,C
ZOR,AR01,AR01,,2389323,02/04/2016,00/01/1900,,,02/04/2016,,02/04/2016,1000413372,,,,,,,1000417454,COOP.OBRERA LTDA. DE CONSUMO Y VIVI,,,,1000413372,COOP.OBRERA 77 VIEDMA,,VIEDMA,8500,,,,22,AR-SURN-VI,DEL,,2,6204,,30,CS,396,04,415,11,,9140,74,ARS,0,47,C
ZOR,AR01,AR01,,2390038,02/05/2016,00/01/1900,,,02/05/2016,,02/10/2016,1000414253,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414253,CARREFOUR 118 MERCADO,,CAPITAL FEDERAL,1018,,,,0,AR-BUE-SMK,DEL,,2,6207,,5,CS,23,72,28,421,,3489,29,ARS,0,08,C
ZOR,AR01,AR01,,2390039,02/05/2016,00/01/1900,,,02/05/2016,,02/10/2016,1000414256,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414256,CARREFOUR 120 EXPRESS BELGRANO,,CAPITAL FEDERAL,1428,,,,0,AR-BUE-SMK,DEL,,2,6207,,1,CS,5,18,5,58,,831,52,ARS,0,02,C
ZOR,AR01,AR01,,2390040,02/05/2016,00/01/1900,,,02/05/2016,,02/06/2016,1000414310,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414310,CARREFOUR 6 SALGUERO,,CAPITAL FEDERAL,1425,,,,0,AR-BUE-SMK,DEL,,2,6207,,2,CS,11,24,12,82,,1428,65,ARS,0,04,C
ZOR,AR01,AR01,,2390041,02/05/2016,00/01/1900,,,02/05/2016,,02/06/2016,1000414306,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414306,CARREFOUR 5 VELEZ SARFIELD,,CAPITAL FEDERAL,1408,,,,0,AR-BUE-SMK,DEL,,2,6207,,2,CS,9,14,10,94,,1274,16,ARS,0,03,C
ZOR,AR01,AR01,,2390042,02/05/2016,00/01/1900,,,02/05/2016,,02/06/2016,1000414264,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414264,CARREFOUR 277 EXPRESS SCALABRINI OR,,CAPITAL FEDERAL,1414,,,,0,AR-BUE-SMK,DEL,,2,6207,,2,CS,9,14,11,396,,1527,37,ARS,0,03,C
ZOR,AR01,AR01,,2390043,02/05/2016,00/01/1900,,,02/05/2016,,02/10/2016,1000414289,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414289,CARREFOUR 162 HIPER TRELEW,,TRELEW,9100,,,,17,AR-SURE-TW,DEL,,2,6203,,1,CS,4,7,5,6,,550,71,ARS,0,01,C
ZOR,AR01,AR01,,2390044,02/05/2016,00/01/1900,,,02/05/2016,,02/06/2016,1000414227,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414227,CARREFOUR 147 EXPRESS SANTA ROSA,,SANTA ROSA,6300,,,,21,AR-SURN-SR,DEL,,2,6204,,3,CS,15,18,17,625,,2106,84,ARS,0,04,C
ZOR,AR01,AR01,,2390045,02/05/2016,00/01/1900,,,02/05/2016,,02/06/2016,1000414267,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414267,CARREFOUR 150 EXPRESS VIDT,,CAPITAL FEDERAL,1525,,,,0,AR-BUE-SMK,DEL,,2,6207,,1,CS,4,44,5,796,,976,66,ARS,0,02,C
ZOR,AR01,AR01,,2390046,02/05/2016,00/01/1900,,,02/05/2016,,02/10/2016,1000414315,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414315,CARREFOUR 15 SAN MARTIN,,SAN MARTIN,1650,,,,1,AR-BUE-SMK,DEL,,2,6207,,1,CS,7,98,9,42,,799,97,ARS,0,03,C
ZOR,AR01,AR01,,2390047,02/05/2016,00/01/1900,,,02/05/2016,,02/06/2016,1000414345,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414345,CARREFOUR 159 EXPRESS HIPER CORRIEN,,CORRIENTES,3400,,,,4,AR-NEA-COR,DEL,,2,6207,,2,CS,13,16,15,,1631,49,ARS,0,05,C
ZOR,AR01,AR01,,2390048,02/05/2016,00/01/1900,,,02/05/2016,,02/06/2016,1000414305,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414305,CARREFOUR 8 LA PLATA,,LA PLATA,1900,,,,1,AR-BUE-SMK,DEL,,2,6207,,2,CS,9,14,10,94,,1274,16,ARS,0,03,C
ZOR,AR01,AR01,,2390050,02/05/2016,00/01/1900,,,02/05/2016,,02/06/2016,1000414341,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414341,CARREFOUR 32 ROSARIO,,ROSARIO,2000,,,,12,AR-NEA-RO,DEL,,2,6207,,2,CS,9,88,11,18,,1382,23,ARS,0,03,C
ZOR,AR01,AR01,,2390051,02/05/2016,00/01/1900,,,02/05/2016,,02/10/2016,1000414316,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414316,CARREFOUR 11 MALVINAS ARGENTINAS,,MALVINAS ARGENTINAS,1846,,,,1,AR-BUE-SMK,DEL,,2,6207,,3,CS,15,94,18,42,,1979,36,ARS,0,05,C
ZOR,AR01,AR01,,2390052,02/05/2016,00/01/1900,,,02/05/2016,,02/06/2016,1000414243,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414243,CARREFOUR 135 EXPRESS LA RIOJA,,LA RIOJA,5300,,,,8,AR-CTRO-LR,DEL,,2,6211,,1,CS,5,2,6,345,,869,54,ARS,0,01,C
ZOR,AR01,AR01,,2390053,02/05/2016,00/01/1900,,,02/05/2016,,02/10/2016,1000414363,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414363,CARREFOUR 252 ACASSUSO,,MARTINEZ,1640,,,,1,AR-BUE-SMK,DEL,,2,6207,,7,CS,33,14,40,175,,4404,5,ARS,0,1,C
ZOR,AR01,AR01,,2390054,02/05/2016,00/01/1900,,,02/05/2016,,02/10/2016,1000414359,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414359,CARREFOUR 241 EXPRESS LUJAN,,LUJAN,6700,,,,1,AR-BUE-SMK,DEL,,2,6207,,2,CS,9,9,12,19,,1449,23,ARS,0,02,C
ZOR,AR01,AR01,,2390055,02/05/2016,00/01/1900,,,02/05/2016,,02/06/2016,1000414395,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414395,CARREFOUR 57 VILLA ITALIA TANDIL,,TANDIL,7000,,,,1,AR-PBA-TAN,DEL,,2,6245,,2,CS,9,62,10,92,,1554,97,ARS,0,04,C
ZOR,AR01,AR01,,2390056,02/05/2016,00/01/1900,,,02/05/2016,,02/06/2016,1000414283,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414283,CARREFOUR 243 EXPRESS PARANA - SAN,,PARANA,3100,,,,5,AR-NEA-PA,DEL,,2,6207,,2,CS,9,62,11,376,,1808,18,ARS,0,04,C
ZOR,AR01,AR01,,2390057,02/05/2016,00/01/1900,,,02/05/2016,,02/06/2016,1000414221,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414221,CARREFOUR 253 EXPRESS OLIVOS,,OLIVOS,1636,,,,1,AR-BUE-SMK,DEL,,2,6207,,2,CS,9,14,10,94,,1274,16,ARS,0,03,C
ZOR,AR01,AR01,,2390058,02/05/2016,00/01/1900,,,02/05/2016,,02/10/2016,1000414329,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414329,CARREFOUR 42 MERLO,,MERLO,1722,,,,1,AR-BUE-SMK,DEL,,2,6207,,1,CS,6,8,7,48,,705,2,ARS,0,02,C
ZOR,AR01,AR01,,2390059,02/05/2016,00/01/1900,,,02/05/2016,,02/06/2016,1000414425,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414425,CARREFOUR 601 SUPER YERBA BUENA,,YERBA BUENA,4172,,,,14,AR-NOA-TUC,DEL,,2,6210,,4,CS,40,44,42,89,,2673,34,ARS,0,06,C
ZOR,AR01,AR01,,2390061,02/05/2016,00/01/1900,,,02/05/2016,,02/06/2016,1000414419,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414419,CARREFOUR 516 SUPER SAN ISIDRO,,SAN ISIDRO,1643,,,,1,AR-BUE-SMK,DEL,,2,6207,,1,CS,4,44,5,34,,723,45,ARS,0,02,C
ZOR,AR01,AR01,,2390062,02/05/2016,00/01/1900,,,02/05/2016,,02/06/2016,1000414415,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414415,CARREFOUR 510 SUPER ALMAGRO,,CAPITAL FEDERAL,1200,,,,0,AR-BUE-SMK,DEL,,2,6207,,1,CS,4,44,5,34,,723,45,ARS,0,02,C
ZOR,AR01,AR01,,2390063,02/05/2016,00/01/1900,,,02/05/2016,,02/06/2016,1000414417,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414417,CARREFOUR 387 SUPER NUÑEZ II,,CAPITAL FEDERAL,1429,,,,0,AR-BUE-SMK,DEL,,2,6207,,2,CS,20,64,22,03,,911,69,ARS,0,04,C
ZOR,AR01,AR01,,2390064,02/05/2016,00/01/1900,,,02/05/2016,,02/06/2016,1000414417,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414417,CARREFOUR 387 SUPER NUÑEZ II,,CAPITAL FEDERAL,1429,,,,0,AR-BUE-SMK,DEL,,2,6207,,2,CS,9,14,11,185,,1303,14,ARS,0,03,C
ZOR,AR01,AR01,,2390065,02/05/2016,00/01/1900,,,02/05/2016,,02/10/2016,1000414223,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414223,CARREFOUR 282 EXPRESS COLON,,MENDOZA,5500,,,,7,AR-CUYO-MZ,DEL,,2,6201,,2,CS,20,64,22,02,,784,11,ARS,0,03,C
ZOR,AR01,AR01,,2390066,02/05/2016,00/01/1900,,,02/05/2016,,02/10/2016,1000414228,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414228,CARREFOUR 286 EXPRESS TUPUNGATO,,TUPUNGATO,5561,,,,7,AR-CUYO-TU,DEL,,2,6201,,1,CS,8,64,9,26,,318,96,ARS,0,01,C
ZOR,AR01,AR01,,2390067,02/05/2016,00/01/1900,,,02/05/2016,,02/06/2016,1000414419,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414419,CARREFOUR 516 SUPER SAN ISIDRO,,SAN ISIDRO,1643,,,,1,AR-BUE-SMK,DEL,,2,6207,,2,CS,15,4,16,5,,1283,31,ARS,0,02,C
ZOR,AR01,AR01,,2390068,02/05/2016,00/01/1900,,,02/05/2016,,02/10/2016,1000414413,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414413,CARREFOUR 385 SUPER SAN TELMO,,CAPITAL FEDERAL,1000,,,,0,AR-BUE-SMK,DEL,,2,6207,,1,CS,5,4,5,87,,735,1,ARS,0,01,C
ZOR,AR01,AR01,,2390069,02/05/2016,00/01/1900,,,02/05/2016,,02/06/2016,1000414408,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414408,CARREFOUR 390 SUPER CABALLITO,,CAPITAL FEDERAL,1000,,,,0,AR-BUE-SMK,DEL,,2,6207,,1,CS,15,15,79,,509,45,ARS,0,02,C
ZOR,AR01,AR01,,2390070,02/05/2016,00/01/1900,,,02/05/2016,,02/10/2016,1000414390,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414390,CARREFOUR 292 POLONIA,,COMODORO RIVADAVIA,9002,,,,17,AR-SURE-CO,DEL,,2,6203,,16,CS,159,48,169,7,,6662,93,ARS,0,23,C
ZOR,AR01,AR01,,2390071,02/05/2016,00/01/1900,,,02/05/2016,,02/10/2016,1000414255,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414255,CARREFOUR 271 EXPRESS NUÑEZ,,CAPITAL FEDERAL,1428,,,,0,AR-BUE-SMK,DEL,,2,6207,,3,CS,29,28,31,17,,1058,77,ARS,0,04,C
ZOR,AR01,AR01,,2390072,02/05/2016,00/01/1900,,,02/05/2016,,02/10/2016,1000414387,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414387,CARREFOUR 297 EXPRESS GENERAL RODRI,,GENERAL RODRIGUEZ,1748,,,,1,AR-BUE-SMK,DEL,,2,6207,,8,CS,71,52,76,48,,4583,66,ARS,0,1,C
ZOR,AR01,AR01,,2390073,02/05/2016,00/01/1900,,,02/05/2016,,02/06/2016,1000414379,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414379,CARREFOUR 293 EXPRESS TUCUMAN III,,SAN MIGUEL DE TUCUMAN,4000,,,,14,AR-NOA-TUC,DEL,,2,6210,,2,CS,20,64,22,03,,911,69,ARS,0,04,C
ZOR,AR01,AR01,,2390074,02/05/2016,00/01/1900,,,02/05/2016,,02/06/2016,1000414264,,,,,,,1000417505,INC SOCIEDAD ANONIMA,,,,1000414264,CARREFOUR 277 EXPRESS SCALABRINI OR,,CAPITAL FEDERAL,1414,,,,0,AR-BUE-SMK,DEL,,2,6207,,1,CS,10,10,63,,548,21,ARS,0,01,C
